miRNA	 165_sham 1_R1.fastq	 175_sham 2_R1.fastq	 189_sham 3_R1.fastq	 606_sham 4_R1.fastq	 608_sham 5_R1.fastq	 156_TAC 1_R1.fastq	 157_TAC 2_R1.fastq	 541_TAC 3_R1.fastq	 612_TAC 4_R1.fastq	 631_TAC 5_R1.fastq	 533_TAC+PDE5AI 1_R1.fastq	 536_TAC+PDE5AI 2_R1.fastq	 627_TAC+PDE5AI 3_R1.fastq	 647_TAC+PDE5AI 4_R1.fastq	 697_TAC+PDE5AI 5_R1.fastq	 151_TAC+PDE9AI 1_R1.fastq	 528_TAC+PDE9AI 2_R1.fastq	 529_TAC+PDE9AI 3_R1.fastq	 531_TAC+PDE9AI 4_R1.fastq	 542_TAC+PDE9AI 5_R1.fastq	 676_TAC+PDE9AI 6_R1.fastq
mmu-miR-1901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-190a-3p	12	10	5	10	11	0	10	15	22	6	0	0	0	0	0	6	10	7	9	0	11
mmu-miR-190a-5p	270	195	195	124	201	150	341	225	362	200	9	28	3	3	4	230	203	199	268	2	162
mmu-miR-190b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-190b-5p	41	21	25	22	24	23	34	17	28	20	9	23	0	0	0	25	11	22	32	0	24
mmu-miR-191-3p	136	109	104	82	88	74	142	136	143	99	45	91	24	13	15	108	111	124	110	18	92
mmu-miR-191-5p	50372	53008	43404	25692	38531	69411	66429	66290	90945	51868	40034	42925	18910	15559	8261	57679	46195	71117	66021	13032	32726
mmu-miR-1912-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1912-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-192-3p	46	0	0	0	0	26	0	0	26	0	0	0	0	0	0	29	0	0	27	0	0
mmu-miR-192-5p	13971	9317	11119	7282	8832	12744	10356	8165	14468	8399	1967	4116	142	92	69	10358	10352	8166	15090	315	7867
mmu-miR-1927	18	0	0	0	0	16	0	0	0	0	0	9	0	0	0	0	0	0	0	0	19
mmu-miR-1928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1929-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1929-5p	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	26
mmu-miR-1930-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1930-5p	0	12	0	0	0	0	0	0	10	0	0	0	0	0	0	13	0	0	14	3	0
mmu-miR-1931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1932	0	0	0	12	0	12	0	11	13	11	15	0	0	7	0	0	0	0	14	0	0
mmu-miR-1933-3p	28	18	12	14	25	43	25	34	58	22	15	18	10	10	0	33	28	35	27	0	29
mmu-miR-1933-5p	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1934-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1934-5p	22	20	24	34	32	0	26	31	29	17	19	30	11	10	8	38	14	34	23	8	28
mmu-miR-1936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1938	42	0	0	20	33	39	34	0	0	0	0	31	8	0	0	31	32	40	50	0	0
mmu-miR-193a-3p	81	32	67	31	60	20	70	100	93	92	22	54	8	8	6	83	69	91	93	8	47
mmu-miR-193a-5p	14	0	11	9	16	8	13	22	18	11	11	8	13	4	8	17	15	21	15	7	11
mmu-miR-193b-3p	254	232	204	101	189	154	335	304	391	292	167	163	143	139	118	323	185	332	340	90	143
mmu-miR-193b-5p	0	11	12	12	13	0	15	18	0	11	0	0	6	5	11	0	7	11	0	0	14
mmu-miR-194-1-3p	11	17	0	0	0	0	4	0	0	0	0	0	0	0	0	20	10	0	14	0	0
mmu-miR-194-2-3p	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	16	0	12	0	0	0
mmu-miR-194-5p	844	514	674	455	576	385	656	579	834	540	195	367	19	12	13	752	663	522	850	36	566
mmu-miR-1940	31	12	27	18	26	0	23	28	27	16	11	28	11	10	10	33	24	0	23	6	22
mmu-miR-1941-3p	0	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0
mmu-miR-1941-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1943-3p	22	16	7	14	24	8	18	19	14	22	12	31	8	9	8	27	13	34	15	0	0
mmu-miR-1943-5p	195	179	139	104	140	103	192	133	193	123	138	133	109	51	87	167	105	177	128	74	100
mmu-miR-1945	0	13	0	0	0	0	0	0	15	0	0	0	0	0	0	20	0	0	0	0	0
mmu-miR-1946a	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
mmu-miR-1946b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1947-3p	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1947-5p	98	73	80	53	85	64	102	71	82	67	55	83	25	39	23	84	87	87	102	44	77
mmu-miR-1948-3p	37	36	20	26	39	26	30	43	46	25	11	36	6	2	6	56	20	26	42	7	20
mmu-miR-1948-5p	0	11	0	9	9	0	0	0	10	7	0	0	0	0	0	9	14	0	0	0	9
mmu-miR-1949	18	18	14	18	25	18	23	15	12	0	9	16	0	0	0	22	17	21	23	0	20
mmu-miR-1950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1954	22	0	20	16	0	11	0	16	0	13	13	25	0	0	0	0	9	22	10	0	0
mmu-miR-1955-3p	0	0	0	0	0	0	0	16	0	0	0	17	0	0	0	0	12	11	0	0	0
mmu-miR-1955-5p	27	12	0	19	28	16	21	24	26	24	7	33	7	0	12	23	23	21	14	7	0
mmu-miR-1956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1957a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1957b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1958	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-195a-3p	248	222	239	179	212	383	491	460	523	338	267	273	144	151	120	450	266	471	616	157	195
mmu-miR-195a-5p	3102	1907	2357	1345	2063	2881	4936	5111	7117	3066	1207	1742	74	41	57	5839	3426	4826	9142	97	2295
mmu-miR-195b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1960	60	62	48	39	65	32	43	45	43	27	28	47	25	13	9	47	36	34	43	26	48
mmu-miR-1961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1964-3p	126	121	119	90	117	80	98	85	104	94	99	89	67	65	57	108	83	107	132	66	104
mmu-miR-1964-5p	0	532	0	929	0	0	0	0	0	410	0	0	0	0	0	0	610	651	0	0	0
mmu-miR-1966-3p	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1966-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1968-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1968-5p	26	39	23	25	26	12	25	18	13	0	9	17	3	10	0	24	0	18	18	11	24
mmu-miR-1969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
mmu-miR-196a-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-196a-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-196a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-196b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-196b-5p	0	22	23	0	17	11	0	22	12	0	11	16	4	0	0	27	0	17	0	0	0
mmu-miR-1970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1981-3p	142	99	99	71	102	90	194	140	179	122	107	106	54	52	28	117	96	144	145	37	99
mmu-miR-1981-5p	39	41	41	28	29	25	58	55	54	45	39	62	25	39	25	53	35	59	57	29	38
mmu-miR-1982-3p	45	21	0	0	39	17	29	28	25	0	10	19	3	0	4	16	0	17	21	0	28
mmu-miR-1982-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1983	97	64	62	42	51	113	216	193	247	109	110	160	51	33	16	109	201	181	137	36	103
mmu-miR-199a-3p/mmu-miR-199b-3p	13606	10818	9993	7020	11238	32570	37683	43228	57321	24609	9601	9506	1154	1080	698	47552	20084	40966	103593	1152	11329
mmu-miR-199a-5p	1161	908	804	597	1025	2561	4692	5866	7314	3023	1206	1165	252	274	239	5189	1825	4905	11113	195	962
mmu-miR-199b-5p	204	203	133	113	210	246	532	664	824	435	71	126	15	19	10	640	325	592	1015	13	172
mmu-miR-19a-3p	103	50	48	60	67	61	64	60	143	52	11	0	0	0	0	67	71	36	138	0	55
mmu-miR-19a-5p	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-19b-1-5p	17	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-19b-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-19b-3p	867	470	483	376	520	705	549	572	1141	501	70	146	0	6	0	833	774	431	1210	7	520
mmu-miR-1a-1-5p	58	42	28	21	36	33	59	38	59	32	6	8	0	0	0	31	35	21	51	0	30
mmu-miR-1a-2-5p	8	12	4	5	9	5	0	8	6	3	0	0	0	0	0	0	4	6	13	0	0
mmu-miR-1a-3p	51846	31632	34129	21510	25369	24459	30694	17052	38766	25918	2668	4618	63	54	83	23333	38312	13932	25570	196	24941
mmu-miR-1b-3p	68	0	0	0	0	17	33	0	28	22	7	7	0	0	0	0	55	26	39	0	42
mmu-miR-1b-5p	1105	681	672	423	535	565	618	362	755	231	0	42	0	0	0	205	358	133	210	0	233
mmu-miR-200a-3p	8	5	7	11	15	6	9	0	12	7	0	0	0	0	0	13	9	10	20	0	0
mmu-miR-200a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-200b-3p	0	12	16	13	0	8	11	26	17	16	13	10	0	0	8	23	14	25	29	0	15
mmu-miR-200b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-200c-3p	21	25	18	16	28	0	13	15	12	22	21	20	7	6	6	22	18	17	29	8	19
mmu-miR-200c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-201-3p	0	0	0	0	9	0	0	0	9	9	0	0	0	0	0	0	10	0	0	0	0
mmu-miR-201-5p	53	38	28	28	41	37	44	45	72	39	4	10	0	0	0	41	58	36	41	0	55
mmu-miR-202-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-202-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-203-3p	765	462	447	315	503	691	601	481	717	483	172	278	11	11	14	820	560	398	1049	26	428
mmu-miR-203-5p	28	0	0	0	0	0	14	0	0	0	0	0	0	0	0	15	16	0	0	0	0
mmu-miR-204-3p	10	11	0	0	0	0	13	0	8	7	0	12	0	6	0	0	0	10	5	0	0
mmu-miR-204-5p	2795	2859	2458	1642	2561	2683	3950	3733	4299	2773	1834	2384	689	688	308	2881	3034	3467	3095	734	2350
mmu-miR-205-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-205-5p	0	0	87	119	0	0	119	82	0	0	0	115	0	0	0	0	0	132	0	0	132
mmu-miR-206-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-206-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-208a-3p	6532	2474	3465	3197	3764	1819	3080	3205	5292	2648	277	539	17	12	14	2319	5289	1981	3026	36	3102
mmu-miR-208a-5p	418	463	386	272	352	109	548	327	458	408	395	471	344	236	246	343	398	471	363	212	305
mmu-miR-208b-3p	1060	746	564	601	848	15264	10492	22439	34711	8218	1067	994	97	102	156	13236	6289	9976	24880	115	2641
mmu-miR-208b-5p	0	0	0	0	0	16	23	18	30	13	0	0	0	0	0	12	7	10	22	0	12
mmu-miR-20a-3p	12	8	14	15	13	5	7	11	9	11	6	0	0	0	0	11	0	5	22	0	11
mmu-miR-20a-5p	630	445	382	255	425	320	547	358	668	404	225	346	19	12	12	514	543	441	643	24	414
mmu-miR-20b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-20b-5p	9	6	10	0	0	10	5	0	4	0	0	9	0	0	0	16	0	0	0	0	0
mmu-miR-210-3p	559	606	443	281	454	672	739	1178	1710	521	452	448	175	218	128	962	507	955	1291	179	348
mmu-miR-210-5p	101	106	105	71	100	91	146	230	275	94	81	113	86	99	60	143	113	167	173	63	75
mmu-miR-211-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-211-5p	18	12	0	0	0	0	17	26	0	14	0	0	0	0	0	28	0	0	0	0	0
mmu-miR-212-3p	285	315	273	205	444	284	376	403	777	221	216	805	140	130	115	471	324	484	398	138	270
mmu-miR-212-5p	68	58	32	26	73	46	83	100	219	68	42	68	26	23	17	85	78	102	79	18	56
mmu-miR-2136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-2137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-2139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-214-3p	381	373	286	279	452	788	1731	2202	2569	1220	1158	815	737	873	889	1710	688	2533	4930	364	387
mmu-miR-214-5p	128	127	100	71	115	252	536	637	746	324	153	143	63	83	51	570	191	577	1134	40	135
mmu-miR-215-3p	25	9	15	14	0	14	16	21	17	14	0	0	0	0	0	26	13	16	19	0	0
mmu-miR-215-5p	775	332	589	548	343	987	681	663	883	491	49	113	0	0	0	931	659	405	755	5	580
mmu-miR-216a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-216a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-216b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-216b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-216c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-216c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-217-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-217-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-218-1-3p	22	6	16	12	35	20	33	15	19	8	15	14	0	6	14	29	10	26	52	6	21
mmu-miR-218-2-3p	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-218-5p	162	143	71	62	173	154	210	195	212	74	38	57	7	0	0	200	95	135	503	0	135
mmu-miR-2183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-219a-1-3p	46	39	43	29	37	26	53	29	27	42	25	50	19	20	24	40	31	39	45	27	30
mmu-miR-219a-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-219a-5p	44	23	34	19	32	18	24	18	28	12	0	9	0	0	0	24	30	21	31	0	18
mmu-miR-219b-3p	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-219b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-219c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-219c-5p	100	0	0	0	306	0	122	0	0	0	0	0	0	0	0	0	96	130	0	0	154
mmu-miR-21a-3p	120	138	120	91	153	335	197	733	828	231	66	92	21	32	15	247	206	371	693	22	57
mmu-miR-21a-5p	16020	15751	12473	9814	14717	44628	39963	67466	137223	29524	3220	5022	191	227	362	57570	27811	53172	131418	314	11888
mmu-miR-21b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-21c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-22-3p	1483577	953804	1100406	730202	960698	725515	1203982	1040025	1596831	930324	552284	767291	194129	133533	95173	1254454	1130561	1055155	1320332	192824	998259
mmu-miR-22-5p	670	555	450	271	424	187	622	508	697	501	224	272	21	14	9	574	492	426	720	25	411
mmu-miR-221-3p	2790	3110	2184	1747	1987	4527	4816	5068	5682	3568	2828	3236	1934	1509	959	4708	3245	5609	5555	1172	2255
mmu-miR-221-5p	50	40	33	35	29	50	63	61	100	41	34	49	11	10	5	88	77	67	110	10	57
mmu-miR-222-3p	927	1077	1065	792	876	1522	1757	2749	2957	1457	1410	1532	1019	928	553	1830	1561	2738	2512	571	987
mmu-miR-222-5p	24	40	34	26	44	56	46	72	80	39	24	35	5	7	0	59	32	44	42	6	53
mmu-miR-223-3p	529	732	443	327	576	432	699	831	982	683	128	178	16	13	6	661	654	636	1263	16	349
mmu-miR-223-5p	21	38	9	18	34	21	0	42	37	17	13	26	0	0	0	33	21	36	46	0	24
mmu-miR-224-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-224-5p	74	87	78	39	77	105	251	309	339	141	150	103	25	26	15	321	95	296	603	29	78
mmu-miR-23a-3p	18945	14848	11951	8299	11191	15056	22513	24854	29013	12459	10724	9088	3196	2723	1668	26433	13936	28265	24899	3789	17265
mmu-miR-23a-5p	18	17	15	0	9	0	14	20	13	8	5	13	7	0	10	16	0	21	16	8	0
mmu-miR-23b-3p	15578	15806	11178	7463	11073	18084	27884	31117	36254	16311	13386	12652	7404	6548	4357	28607	16277	35675	25377	5924	14679
mmu-miR-23b-5p	0	12	8	11	0	0	12	20	16	16	0	19	0	3	9	23	13	24	26	8	0
mmu-miR-24-1-5p	62	41	48	30	60	51	102	91	155	67	24	47	16	8	5	94	78	86	111	0	53
mmu-miR-24-2-5p	3155	2190	2249	1520	2287	1455	3508	4150	6401	2643	940	1428	165	117	68	3167	3284	3214	4131	173	2097
mmu-miR-24-3p	10884	9130	7261	3684	7169	13575	16607	15098	24339	11827	6912	8215	2222	1612	913	15393	10686	14448	20450	1485	6447
mmu-miR-25-3p	7447	6241	5768	4170	5518	7158	8443	6628	8433	6225	3863	5155	1621	1412	701	7791	6421	7199	10245	1665	5002
mmu-miR-25-5p	29	19	17	14	34	15	43	31	31	16	19	28	9	13	14	40	23	26	24	18	26
mmu-miR-26a-1-3p	0	0	0	0	0	0	31	43	36	0	0	0	0	0	0	40	0	0	28	0	0
mmu-miR-26a-2-3p	34	26	27	26	33	15	30	27	35	28	0	6	0	0	0	39	23	16	40	4	27
mmu-miR-26a-5p	326194	240088	232060	148390	218840	255247	334649	282576	376927	225592	119138	151277	21656	15199	11960	389527	240777	259189	440916	24468	212817
mmu-miR-26b-3p	204	193	209	148	160	54	243	172	163	151	65	100	26	25	19	200	134	162	211	39	141
mmu-miR-26b-5p	31918	23667	20528	13320	18697	25013	25300	19984	30182	20354	6389	10583	907	592	394	28243	22406	19261	34729	944	17960
mmu-miR-27a-3p	24749	17600	16814	11805	17682	17418	27720	29961	44238	20788	6996	10863	1681	1336	1007	24192	23964	22829	33032	1552	15542
mmu-miR-27a-5p	90	117	78	39	71	59	79	128	92	66	58	57	23	32	27	145	54	75	109	34	81
mmu-miR-27b-3p	300097	220289	221518	143945	212371	424269	462856	497030	821510	345471	133071	197162	30526	23833	13830	404957	385784	428199	546718	29097	223768
mmu-miR-27b-5p	304	249	374	232	262	481	569	723	859	361	255	289	79	70	39	495	425	588	618	117	327
mmu-miR-2861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-28a-3p	622	634	573	358	548	717	875	759	987	648	563	709	338	308	193	766	632	892	947	293	454
mmu-miR-28a-5p	1362	1131	1295	804	1182	708	1831	1681	2027	1325	1275	1192	516	481	548	1807	1381	1675	1913	713	996
mmu-miR-28b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-28c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	586	0	0	0
mmu-miR-290a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-290a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-290b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-290b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-291a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-291a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-291b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-291b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-292a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-292a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-292b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-292b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-293-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-293-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-294-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-294-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-295-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-295-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-296-3p	0	0	6	0	18	10	23	0	0	10	0	0	0	0	11	25	0	21	18	0	0
mmu-miR-296-5p	26	23	21	22	23	27	43	40	38	18	24	27	13	15	11	43	19	48	55	13	20
mmu-miR-297a-3p/mmu-miR-297b-3p/mmu-miR-297c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-297a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-297b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-297c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-298-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-298-5p	71	63	64	44	58	154	159	198	259	81	83	74	61	93	58	121	86	252	235	32	55
mmu-miR-299a-3p	20	16	0	0	15	25	21	20	19	16	8	0	0	0	0	23	16	21	37	0	11
mmu-miR-299a-5p	12	7	0	0	0	12	13	17	19	6	9	6	5	0	0	20	10	16	23	4	0
mmu-miR-299b-3p	0	3	8	5	9	14	10	11	13	8	6	0	0	0	0	15	4	9	19	0	6
mmu-miR-299b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-29a-3p	37967	32375	27334	19550	26855	13478	35760	29884	37010	26210	12858	17310	4964	3605	2951	37165	25266	26218	42439	4873	24561
mmu-miR-29a-5p	243	216	173	128	207	147	274	229	271	131	85	128	6	0	0	178	157	156	261	0	144
mmu-miR-29b-1-5p	23	19	15	13	21	14	21	15	11	11	13	5	5	0	0	16	11	26	11	4	18
mmu-miR-29b-2-5p	22	30	21	23	25	15	29	12	32	18	27	22	7	10	5	22	23	30	21	10	22
mmu-miR-29b-3p	684	445	410	326	469	196	534	638	842	442	44	116	12	8	14	521	490	399	797	15	380
mmu-miR-29c-3p	5599	3366	3950	3086	3828	1774	3942	2826	4046	3007	534	1157	73	47	54	3681	3747	2365	3830	127	3159
mmu-miR-29c-5p	96	90	80	37	69	39	78	74	88	61	37	60	13	10	9	67	57	59	76	9	54
mmu-miR-300-3p	129	143	129	81	123	227	277	364	446	233	118	136	32	29	39	223	124	285	451	39	94
mmu-miR-300-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-301a-3p	1678	1075	1040	756	1132	2229	1693	1685	3935	1430	132	305	34	38	57	2089	1850	1422	3518	17	1307
mmu-miR-301a-5p	17	10	0	13	15	7	14	16	20	7	0	8	0	0	0	19	15	20	23	0	14
